hx,hz,chi,D,ξv,ξh,ξ_vumps
0.365,0.2,24,4,3.080119035241055,3.080119035494647,3.08011903488548
0.36,0.0,16,4,3.600091878127485,3.600091878004274,3.6000918792770795
0.36,0.0,24,4,3.1602949564434866,3.160294956111101,3.1317551094677745
0.36,0.0,36,4,3.5020783665524413,3.502078366609337,3.502078365883101
0.36,0.1,16,4,0.5353648514301552,0.5353648514303555,0.5353706123682914
0.36,0.1,48,4,58.178851182547476,48.119932394277164,12.344304550774213
0.36,0.25,48,4,3.3086915818738194,3.308691582230301,3.304418977841868
0.36,0.2,48,4,0.6243780890863835,0.6243780891659894,0.6243780821809731
0.36,0.31,48,4,4.3533664218412165,4.353366422506717,4.35336642163721
0.36,0.325,48,4,0.6398823873418623,0.6398823873403868,0.6398823875266263
0.36,0.32,48,4,0.6347859672430406,0.6347859672403939,0.6347746458498467
0.36,0.335,48,4,1.645694407736948,1.6456944077381113,1.6456943999855378
0.36,0.33,48,4,1.5334054792838676,1.533405479286073,1.5334054785318878
0.36,0.34,16,4,1.7425911521099609,1.742591152110805,1.7425911520895658
0.36,0.34,24,4,1.3327103875393609,1.3327103875381823,1.3327101672483284
0.36,0.34,48,4,1.3548800444735407,1.3548800444759521,1.3548800427146825
0.36,0.35,48,4,0.6608824091348509,0.6608824091339629,0.6608824090122285
0.36,0.36,16,4,0.9160388594010886,0.9160388594013508,0.9160388593911438
0.36,0.36,24,4,2.047090739713857e14,5.925788983382182e13,0.936391156016471
0.36,0.36,48,4,0.9398976214308014,0.9398976213081575,0.9398976366361719
0.36,0.37,48,4,0.841592679305831,0.8415926787916546,0.8415926843536132
0.36,0.38,48,4,3.9937519111000435,3.9937519119384777,3.9937519089990885
0.36,0.39,48,4,0.7088246277905348,0.7088246277757797,0.7088246311527278
0.36,0.3,48,4,7.11605297356653,7.116052970653063,7.116038793515834
0.36,0.4,48,4,0.6661636654115756,0.6661636654005316,0.66616366539096
0.36,0.5,48,4,1.216682911856644,1.216682911856192,1.2166838401972335
0.36,0.6,48,4,9.007199254740992e15,3.00239975158033e15,0.35807649673282416
0.36,0.7,48,4,2.2517998136852475e15,1.8014398509481978e15,0.29188227250315385
0.36,0.8,48,4,9.007199254740988e14,2.501999792983604e14,0.2851047588623026
0.36,0.9,48,4,0.4043137503914569,0.404313750391276,0.404313750502531
0.36,1.0,48,4,0.6385774365317357,0.6385774365326202,0.6385774381992582
0.375,0.2,16,4,0.5641778068230382,0.5641778068230374,0.5641778068230358
