hx,hz,chi,D,E,infinite_tHooft,infinite_Wilson,infinite_Wilson_odd,FMstring,PKstring_odd
0.2,0.255,16,4,-2.0554113387157513,0.14169377784990583 + 6.932408077432834e-15im,-0.9942977226500603 - 8.02948931812912e-16im,NaN + NaN*im,0.5901255116204491,0.013654137134355239
0.2,0.255,24,4,-2.055410322658201,0.14178036609047617 + 7.124840976520374e-13im,-0.9942973230031078 + 3.957757531809586e-16im,NaN + NaN*im,0.5877793889278699,0.02151103250809462
0.2,0.265,16,4,-2.0584368014930146,0.14139092516221083 + 3.241213926140636e-15im,0.9943110419151644 + 7.046711613673031e-17im,NaN + NaN*im,0.5897043779742179,0.027856821351339
0.2,0.265,24,4,-2.0557227003758003,0.14414011147240685 + 1.1267357898076072e-13im,-0.9940879244231404 + 0.0im,NaN + NaN*im,0.5962159373298093,0.016996523120356634
0.2,0.275,16,4,-2.0536311568676155,-0.9870250978228973 - 1.2464900961874939e-16im,0.9035984859948718 - 2.1326770525879136e-17im,NaN + NaN*im,4.452245501483924e-6,0.0007307795649747237
0.2,0.275,24,4,-2.0616329350828364,-0.13487567707769502 - 2.3296835464294127e-14im,-0.9943308728424657 - 1.6930378729727988e-15im,NaN + NaN*im,0.0009163757245402328,0.020701966857909603
0.2,0.285,16,4,-2.065008101898377,0.14045040140197199 - 2.6877604762213326e-14im,-0.9943445778174597 + 1.7572705819788603e-15im,NaN + NaN*im,0.5929957145627168,0.005692062105302336
0.2,0.285,24,4,-2.065006328322498,0.1404665544214975 - 2.9304968758028395e-13im,0.994345353810816 + 3.411344043340799e-17im,NaN + NaN*im,0.5925494522385176,0.012847588048212396
0.2,0.295,16,4,-2.0685730517179532,0.13385156724789724 + 1.5468176191228346e-14im,-0.9943657144973651 - 3.7282011642307903e-16im,NaN + NaN*im,0.7185838331107289,0.011867460420891497
0.2,0.295,24,4,-2.0652179182012835,0.9815266045156381 - 1.1130127959700355e-16im,0.27703839112357775 - 9.570908806583337e-14im,NaN + NaN*im,1.6876607183247148e-5,0.026803619729908558
0.2,0.2,36,4,-2.041452120459577,0.14571674849152602 - 4.4721910794738936e-10im,-0.9942426533410377 + 1.1184040663598903e-15im,NaN + NaN*im,0.507617477088401,0.014763530208907735
0.2,0.305,16,4,-2.0723557653771096,0.13449924353975082 + 1.541324478760001e-14im,-0.9943903889822248 + 4.825666641221414e-16im,NaN + NaN*im,0.699679196447842,0.03819021713765222
0.2,0.305,24,4,-2.072353719321539,0.1392755577118541 - 1.885764770655695e-13im,0.9943861959214836 - 1.501035152733726e-16im,NaN + NaN*im,0.5978288430946697,0.010948097540349234
0.2,0.315,16,4,-2.0763689215167926,0.1326467558639045 + 1.0534249830490031e-14im,-0.9944163712878861 + 4.652642068849191e-16im,NaN + NaN*im,0.7220286842942738,0.021006976336755363
0.2,0.315,24,4,-2.0763666661612814,0.13851508945136976 + 2.0828272847736047e-13im,0.9944163569677276 - 2.525312160104443e-16im,NaN + NaN*im,0.6007361125607982,0.018538032422863032
0.2,0.325,16,4,-2.080644823584249,0.13192553854864403 + 1.9672764916990487e-14im,-0.994448467561492 + 1.823209308746043e-16im,NaN + NaN*im,0.72410230740805,0.012439523091254078
0.2,0.325,24,4,-2.0806471581168022,0.13759476395782838 - 1.5562103949671332e-13im,0.9944493099738108 - 2.719893402526413e-15im,NaN + NaN*im,0.604917483771973,0.009023700769128333
0.2,0.32,36,4,-2.0784712060543002,0.13815764692093058 - 1.3547710436572668e-12im,0.9944293600640656 - 1.7030494266229028e-16im,NaN + NaN*im,0.601546761670612,0.0075853573078464645
0.2,0.335,16,4,-2.085773612472609,0.1278553360414346 - 4.725708736467272e-16im,0.9946195345170072 + 1.2339757318327307e-15im,NaN + NaN*im,0.7385842849050593,0.009636827676218847
0.2,0.335,48,4,-2.0857649320086367,0.13273104844688227 - 7.791475907600666e-12im,0.9946178419327615 + 1.1571234388455476e-16im,NaN + NaN*im,0.6256359044475996,0.010152315434406929
0.2,0.33,36,4,-2.08289892803501,0.1370801786183329 - 7.501564994456174e-13im,-0.9944693286415792 - 7.888426081968988e-16im,NaN + NaN*im,0.606406293603134,0.006597497578268294
0.2,0.345,16,4,-2.0902236329402815,0.12964417715250687 + 4.7674654978007064e-15im,-0.9945454182140443 + 5.336477316816233e-16im,NaN + NaN*im,0.7317444765171438,0.04861867338725099
0.2,0.345,24,4,-2.0922086211320656,0.12767061946694044 + 5.318172776747353e-14im,0.9947599578117697 + 5.256480134358542e-16im,NaN + NaN*im,0.6746094484745073,0.015388574538894117
0.2,0.34,36,4,-2.0876736968808647,0.1357665382922128 + 8.7531498771552e-14im,0.9945140424992297 - 1.667886585420592e-16im,NaN + NaN*im,0.6133177202966195,0.005910819684020861
0.2,0.355,16,4,-2.0997044130734093,0.12170056497799973 + 4.75351728001377e-15im,0.9948859225018228 + 1.2532153327976482e-15im,NaN + NaN*im,0.7583959470738142,0.028540729939435884
0.2,0.355,24,4,-2.099705020936178,0.12374612744997252 - 4.247066902319019e-14im,0.9948866527413149 - 1.296364887485606e-15im,NaN + NaN*im,0.7054844762078879,0.011368101005167414
0.2,0.35,48,4,-2.0958338169561004,0.12617192100809424 - 1.397567654704109e-11im,0.9948237038547214 + 5.24687630122983e-16im,NaN + NaN*im,0.6705894687224099,0.010852901196978949
0.2,0.365,16,4,-2.106748514294737,0.11655014201419162 - 7.329411353082754e-15im,0.9950445760110656 + 5.500376868111343e-16im,NaN + NaN*im,0.7993111032296709,0.025573187234420997
0.2,0.365,24,4,-2.1080914914129965,0.12022411279407608 + 1.4532845392929193e-12im,0.9950021358241737 + 3.023151241987141e-16im,NaN + NaN*im,0.7340148279977974,0.003455131051463848
0.2,0.375,16,4,-2.116237660157884,-0.09830794739773015 + 3.2351050742909754e-16im,0.9951367542861261 - 5.915150796723884e-16im,NaN + NaN*im,0.0004425729055280503,0.01921676359821118
0.2,0.375,24,4,-2.1162358382391853,0.11437116960378829 + 7.0146890209332435e-15im,0.9951380306537045 - 5.293263203269276e-16im,NaN + NaN*im,6.59514609198503e-12,0.008889695074370485
0.2,0.37,48,4,-2.1125806350806915,0.11875240083437744 - 1.0195504326733514e-10im,0.9950565838276434 + 4.615012419396483e-16im,NaN + NaN*im,0.7395825873887533,0.0020687979479316063
0.2,0.385,16,4,-2.127420458254745,-0.13784916241914694 - 3.786853227826024e-15im,-0.9941830565860817 + 9.192300391880692e-16im,NaN + NaN*im,0.1774586444476478,0.024088131539544887
0.2,0.38,48,4,-2.12210734515395,0.11591352345828942 - 6.652988784531787e-14im,0.9951513545173758 - 1.9556406045863646e-16im,NaN + NaN*im,0.7650787726297209,0.00439869919107509
0.2,0.395,16,4,-2.1369598215510712,0.11039551436457018 - 7.30814765058312e-16im,0.9953122039629129 + 4.052347012697622e-17im,NaN + NaN*im,0.8344838770624218,0.010265517651222215
0.2,0.395,24,4,-2.136958406994612,0.1103684425003476 - 5.852944144742658e-15im,0.9953105705177291 - 9.614710519530613e-16im,NaN + NaN*im,0.834273491327566,0.01737419563763707
0.2,0.39,48,4,-2.1245245295861714,-0.12901660189628134 + 3.0965785677846764e-15im,-0.9943383634709722 - 0.0im,NaN + NaN*im,0.01323228359899247,0.004158384402980856
0.2,0.3,36,4,-2.070434786934235,0.13957442147321159 + 1.19914223740355e-14im,-0.99437942251217 + 6.339715275797753e-16im,NaN + NaN*im,0.5957164713653772,0.015196081822261674
0.2,0.3,48,4,-2.070438709723868,0.14170012150945652 - 7.61238033788937e-10im,-0.9943782712450124 - 9.871123436855804e-16im,NaN + NaN*im,0.5242143507084669,0.00987217939040667
0.2,0.5,36,4,-2.273016344328169,0.09579732881060973 + 4.818374653698371e-15im,-0.9959994713645607 + 5.714069831273636e-16im,NaN + NaN*im,0.9181333019341672,0.013668805731710887
0.2,0.5,48,4,-2.2730921064504837,0.09604578704270753 + 2.07747032915119e-13im,0.9959997798883207 + 9.525782872998748e-17im,NaN + NaN*im,0.9133978747942536,0.008369348486391752
0.2,0.6,48,4,-2.4279719359663545,0.08789619965230061 + 6.813330330671962e-15im,0.9964929477898952 + 4.0083444953537146e-16im,NaN + NaN*im,0.9544083923669706,0.009532789903304598
0.2,0.7,48,4,-2.5962182168844885,0.08199026425424358 + 2.339911095278073e-13im,0.9968399456862992 + 9.002446749300369e-16im,NaN + NaN*im,0.9736471720680423,0.00429631952624833
0.2,0.8,48,4,-2.772547922751569,0.07733346062726563 + 8.039135793456819e-14im,0.9971123953521351 - 1.3768461726903638e-16im,NaN + NaN*im,0.9823168093458805,0.0009481224042093767
0.2,0.9,48,4,-2.954138501823853,0.07376730775206713 - 8.56625098077062e-14im,0.9973547970089025 - 5.797231723928515e-16im,NaN + NaN*im,0.9848805179449905,0.0018896076102410332
0.2,1.0,36,4,-3.139480361788364,0.07054962027077545 - 2.1062827609479444e-14im,0.9975638431326161 - 1.354516016307493e-16im,NaN + NaN*im,0.9895510335637024,0.007009875589084978
0.2,1.0,48,4,-3.1394728333249122,0.07043489986707302 - 1.8757398277840596e-14im,0.9975632387257096 + 9.473265991203155e-16im,NaN + NaN*im,0.991336713273595,0.013318188147592822
0.305,0.2,16,4,-2.0715952275792646,0.28718284167547414 - 8.55435038303979e-15im,-0.9828675237317289 - 0.0im,NaN + NaN*im,0.5046525844934603,0.01436294439072958
0.305,0.2,24,4,-2.071597373241418,0.2872744895291658 + 2.5073903035079414e-12im,0.9828562368038959 - 8.842592080433747e-16im,NaN + NaN*im,0.5044380103470472,0.02766027682677557
0.315,0.2,16,4,-2.075391474096016,0.2988409853512709 + 1.0775647397970484e-15im,0.9810736465669151 + 1.5078938393970655e-16im,NaN + NaN*im,0.5808965893724509,0.007951918373321229
0.315,0.2,24,4,-2.0620871296487704,0.9933812239563464 + 5.724008908198504e-17im,0.8695315560445758 - 1.7003862446990337e-15im,NaN + NaN*im,0.45032145205708396,0.016232294199169373
0.31,0.0,16,4,-2.0541017434911812,-0.8243091199782269 + 8.771781649924621e-16im,-0.9778795533807082 + 8.55454498190781e-16im,NaN + NaN*im,0.00016306476365598262,0.008939063288404502
0.31,0.0,24,4,-2.0541450897685922,0.5976557876200872 + 2.191513633607712e-14im,0.9772971238184556 - 6.069155500406224e-16im,NaN + NaN*im,0.33099794121664994,0.015935380360693724
0.31,0.0,36,4,-2.0541440893111784,0.612725184120267 + 5.124396007205047e-13im,0.9773242652008182 - 2.126863838525611e-15im,NaN + NaN*im,0.2898095560167214,0.009081851778709666
0.31,0.1,16,4,-2.0579795598247523,0.29338396276383516 - 5.011125033215851e-15im,-0.9817618939066576 - 3.160630408987157e-16im,NaN + NaN*im,0.5785466722438324,0.007257904413339383
0.31,0.1,16,6,-2.058893541683784,0.42161252400808114 + 9.652614470884157e-16im,-0.9790993982269955 - 1.28442932597518e-16im,NaN + NaN*im,0.5461473438801249,0.006702792169894044
0.31,0.31,16,4,-2.1057296303763393,0.2790508366147706 + 1.2608139430332859e-15im,0.982690015668217 - 1.5774534977105491e-15im,NaN + NaN*im,0.5905189915110077,0.015577334577633625
0.31,0.31,24,4,-2.1021649190503773,0.232980755924684 - 1.8959571216811544e-15im,0.9827623251627335 - 3.099052724226436e-15im,NaN + NaN*im,0.8225324565603589,0.01571471417400583
0.31,0.39,16,4,-2.158391506296522,0.7333358675671799 + 9.192156754863788e-17im,0.9861891278132138 + 7.262605142675962e-16im,NaN + NaN*im,0.014394569786431149,0.029663866711075227
0.31,0.39,24,4,-2.160688551873163,0.21694560172743438 - 1.244044744815517e-13im,0.986240243474979 - 8.319830027745918e-16im,NaN + NaN*im,0.7286456793440771,0.010861862394644747
0.325,0.1,48,4,-2.063944116201519,0.33272617644781016 - 2.186279981249371e-12im,0.978809487588083 - 4.2967465512099804e-17im,NaN + NaN*im,0.44871517292377827,0.005393713808190411
0.325,0.25,48,4,-2.08700445756229,0.9905226040781129 + 3.250602699227176e-15im,0.9041723290998713 + 4.261696541625103e-16im,NaN + NaN*im,0.32747947684338125,0.006242900280574631
0.325,0.2,48,4,-2.079377490298722,0.3283172570708273 - 7.733838113154139e-12im,0.9790977122336993 - 4.3075792998036363e-16im,NaN + NaN*im,0.45170230991878096,0.017639882332049658
0.325,0.31,48,4,-2.111503620488961,0.3124243928091945 + 2.939254945412134e-12im,-0.9799546505244868 + 1.1828223839877583e-15im,NaN + NaN*im,0.5128493252782422,0.008603152713167313
0.325,0.325,48,4,-2.1176112778571947,0.30876977938184713 - 1.7772091061742671e-13im,0.9801906140943136 - 3.5686192779542303e-16im,NaN + NaN*im,0.5188858679177952,0.005231613373710934
0.325,0.32,48,4,-2.1155074718118367,0.31013672926858066 - 8.999346248452555e-13im,0.9801003271586799 - 7.577749855933367e-17im,NaN + NaN*im,0.5171028131043381,0.006323477363457721
0.325,0.33,48,4,-2.1158762292998645,0.9726509662075006 - 1.4339031211000966e-15im,0.435017015659176 + 1.5345508700030257e-14im,NaN + NaN*im,0.10722040708799936,0.009146746136578978
0.325,0.34,48,4,-2.109192348574506,0.9824012583826497 - 1.93137581231615e-15im,0.8822623712284374 + 2.1122579588272215e-15im,NaN + NaN*im,0.3529936040790246,0.004933146027195907
0.325,0.38,48,4,-2.1560419062724048,0.24444596813802777 - 1.782734047704707e-11im,0.9838189846281559 - 8.272453301345575e-16im,NaN + NaN*im,0.6924738919458038,0.007707656383005571
0.325,0.39,48,4,-2.165794717175318,0.2362046073812838 + 5.372142373929021e-13im,0.9843038866995879 - 1.9017735204167522e-16im,NaN + NaN*im,0.7144266914333779,0.008821988704456602
0.325,0.5,48,4,-2.3033127425030755,0.1838735335061801 - 3.4154215254971296e-13im,0.9877437442987709 - 1.4128149024738375e-15im,NaN + NaN*im,0.8482850562170169,0.007038974659772284
0.325,0.6,48,4,-2.4561807012133703,0.1603594038930606 - 5.596619473204938e-13im,0.9895638497637953 + 3.2321276776385605e-16im,NaN + NaN*im,0.90472591056877,0.0018530122624881957
0.325,0.7,48,4,-2.6228154233445085,0.14536339215220698 - 1.399732187725131e-14im,0.9908484396511187 - 2.5917219376292694e-16im,NaN + NaN*im,0.9367626388131135,0.0013755509839747675
0.325,0.8,48,4,-2.797790690823068,0.13449268155545102 + 3.346988317085046e-14im,0.9918240978586281 + 2.7640400503296096e-16im,NaN + NaN*im,0.9582266912148332,0.00816745797572965
0.325,0.9,48,4,-2.978289132264604,0.12650306864905406 + 2.7203861000942773e-14im,0.9926068768867453 + 2.4756851241681133e-16im,NaN + NaN*im,0.9667716543957294,0.009702704101284201
0.325,1.0,48,4,-3.162551835748803,0.11944994272945858 - 2.846021171155062e-14im,0.9932525300560002 + 1.4502578181720927e-16im,NaN + NaN*im,0.9770898825231743,0.007057753225167452
0.32,0.0,16,4,-2.0590959127528645,0.9999906272810248 - 3.445318239400441e-16im,-0.7917988080106068 - 5.260950794082585e-16im,NaN + NaN*im,0.07039928613613339,0.018427262418579254
0.32,0.0,24,4,-2.058412426064809,0.6659970458851245 - 9.080510101684965e-15im,-0.9730988429218255 - 7.434786851311217e-16im,NaN + NaN*im,0.3198853201451725,0.018425456287095878
0.32,0.0,36,4,-2.058414984360103,0.6854004171648892 + 3.6741413362665187e-13im,0.9729840045104532 + 9.954969263396624e-17im,NaN + NaN*im,0.2798447691976816,0.005527760353233298
0.32,0.1,16,4,-2.061900568982972,0.3191537983991299 - 6.833452429205431e-15im,-0.9798467690852876 + 1.1937784967299182e-15im,NaN + NaN*im,0.5016867797828224,0.015089526044398805
0.32,0.1,36,4,-2.061914489038328,0.322538716961591 - 6.779143844769678e-11im,-0.979846792996778 + 3.6307452852117767e-17im,NaN + NaN*im,0.4487298836206333,0.004218789702955306
0.32,0.2,36,4,-2.077356480434359,0.3183616972488593 - 8.156235495227647e-12im,-0.9801085860441684 - 1.7110543662908414e-15im,NaN + NaN*im,0.45215728117353826,0.0010580160013038899
0.32,0.32,16,4,-2.113550628555384,0.29442567662927766 + 1.7923290960106088e-15im,0.9810569921641618 + 2.040504516990908e-15im,NaN + NaN*im,0.5919311474459616,0.013653981235203358
0.32,0.32,24,4,-2.1135462419067546,0.29424911659082964 - 2.412977343609908e-13im,0.9810551669063935 - 3.4192377343925867e-16im,NaN + NaN*im,0.5930370586638682,0.015488475887893977
0.32,0.32,36,4,-2.113547099815478,0.30071032878877235 - 9.920245266860312e-14im,0.9810552711528386 + 5.5652487663218095e-16im,NaN + NaN*im,0.5184134499992623,0.005731794450603599
0.32,0.33,36,4,-2.117827689152934,0.29799045015950093 - 4.848687551250043e-13im,-0.9812224828641843 - 3.515076699753444e-15im,NaN + NaN*im,0.5224811980116859,0.011303777372913318
0.32,0.34,36,4,-2.122416827390801,0.29478338898662004 - 4.630935010902166e-13im,-0.9814373149416915 - 6.919118511351481e-16im,NaN + NaN*im,0.5265814218015323,0.006830142956091767
0.32,0.36,48,4,-2.1368240446387814,-0.25478011296021735 + 2.2277743347465338e-14im,0.983491993547976 - 1.3119996720720042e-15im,NaN + NaN*im,0.0009709048222153417,0.014316962520190619
0.32,0.37,48,4,-2.1151316652393803,0.9786814826873411 + 2.093431956270412e-16im,0.9154545680466403 - 3.671421868723859e-16im,NaN + NaN*im,7.965495483183763e-6,0.013965234023761411
0.32,0.38,16,4,-2.153243789309798,0.2273504777518451 + 7.39303793436892e-16im,0.9847201907631637 + 5.93884607800626e-16im,NaN + NaN*im,0.7700873194075033,0.014231178290758862
0.32,0.38,24,4,-2.154274262676678,0.23756158618435944 - 7.185943161517909e-13im,0.9845319435134743 + 5.75249503660859e-16im,NaN + NaN*im,0.6950470728811885,0.005143997303757291
0.32,0.39,48,4,-2.1215394746490674,0.9763965498054406 + 4.029197777930337e-16im,0.8846813779714512 - 1.2793922887188695e-16im,NaN + NaN*im,0.2858168456280646,0.0023605031205522946
0.32,0.3,36,4,-2.1057451693259073,0.3047215042042602 - 5.145442988582855e-14im,-0.980790124655297 + 5.201793672044518e-16im,NaN + NaN*im,0.5136071507224643,0.005941754137548763
0.32,0.5,36,4,-2.301765258442463,0.17959103040032318 - 3.663384783226329e-15im,0.988212330640742 - 4.962099355922959e-17im,NaN + NaN*im,0.8515878602030006,0.005400402245200976
0.32,0.5,48,4,-2.301778360890281,0.17939450283536043 - 1.207515930832864e-13im,0.9882203682247205 - 0.0im,NaN + NaN*im,0.8521801282669627,0.0038553936168161333
0.32,0.6,48,4,-2.454761558010622,0.15694884969061548 - 4.1125088988595714e-14im,0.9899407752071335 - 8.827544288406455e-16im,NaN + NaN*im,0.9069173306571822,0.009244073470484839
0.32,0.7,48,4,-2.6214801234825345,0.1423930064704984 - 4.189849348920623e-14im,0.9911745331063042 - 2.3083871959671543e-16im,NaN + NaN*im,0.9381900411698217,0.006356416813810721
0.32,0.8,48,4,-2.7965405598735984,0.13213392318582023 + 1.3898721904344389e-14im,0.9921035537845685 - 2.9147838078995663e-17im,NaN + NaN*im,0.95685617386216,0.0051300708701441326
0.32,0.8,48,6,-2.796566807699686,0.16413584843393247 - 3.1787429903453084e-15im,0.9920204546509823 + 1.5699844749576456e-15im,NaN + NaN*im,0.8482331702897806,0.0017595000847963613
0.32,0.9,48,4,-2.9770891592603275,0.12409558924430092 + 4.394121140757976e-15im,0.9928541218792379 + 5.081561737310076e-16im,NaN + NaN*im,0.968317783870307,0.004434020380367712
0.32,0.9,48,6,-2.9770661501180085,0.13182741049628913 - 1.482837011575227e-16im,0.9928356036017563 - 4.1584410196801185e-16im,NaN + NaN*im,0.9393072844127706,0.003476921353577985
0.32,1.0,36,4,-3.1614390377220096,0.11727624087681314 - 4.185519029978831e-15im,0.9934738852110215 + 5.466786642750428e-16im,NaN + NaN*im,0.9783417902571865,0.007586308175574748
0.32,1.0,48,4,-3.16144028643225,0.11754815197027609 - 2.137405008758626e-14im,0.9934754307307128 + 4.81953527614814e-16im,NaN + NaN*im,0.9772287915838632,0.01255011474721393
0.335,0.2,16,4,-2.083572027746729,0.3459253374116704 - 1.579724304464872e-14im,0.9768721495179894 + 1.207726428817082e-15im,NaN + NaN*im,0.5045018564330805,0.01512280134071044
0.335,0.2,24,4,-2.08357469951091,0.3460526349910006 + 5.228122417434625e-13im,0.976857307129245 - 1.0008066621011402e-16im,NaN + NaN*im,0.5042595102008183,0.022388159232869444
0.33,0.0,16,4,-2.0630584095563043,0.7847471269356978 + 4.721388313342708e-16im,0.9652602979866775 - 8.189119418637797e-16im,NaN + NaN*im,0.31423186585018875,0.011150967022059918
0.33,0.0,24,4,-2.0629482219865585,-0.7926337451808584 + 8.93588234338077e-16im,0.968437702592073 + 2.6722142586799435e-15im,NaN + NaN*im,0.00020784319895538066,0.0058961630076676845
0.33,0.0,36,4,-2.063052293660085,0.7784310568375762 - 2.3758755845114145e-14im,-0.9658215173860604 - 6.358979340208567e-16im,NaN + NaN*im,0.27492421365725445,0.01407294084427833
0.33,0.1,16,4,-2.066026202001824,0.33979174970312187 - 1.482817882298815e-14im,-0.9777004386189958 - 3.3581491491785323e-16im,NaN + NaN*im,0.5017006002625164,0.023260455471570882
0.33,0.1,36,4,-2.0660356231806682,0.3433798887090128 - 2.3844369750622934e-11im,-0.9777030413059677 + 2.4320301437589096e-16im,NaN + NaN*im,0.44883269818251803,0.011975496685605578
0.33,0.1,48,4,-2.066032741127075,0.34346301081824293 - 7.635632001134264e-12im,0.9776988830457843 - 7.583157042324882e-17im,NaN + NaN*im,0.44863825857650963,0.006063218057972891
0.33,0.25,48,4,-2.0936950606786477,-0.33103678696849237 - 4.040840793493587e-13im,0.9783071732660426 - 3.3728911694399123e-16im,NaN + NaN*im,0.0007605155336914235,0.005009030769088143
0.33,0.2,36,4,-2.081447335897009,0.33526314100502363 - 3.8186898278614315e-13im,0.9780144059003791 + 1.3732801344767063e-16im,NaN + NaN*im,0.03566764741529561,0.014195618900153353
0.33,0.2,48,4,-2.081450009522014,0.33875548968889335 - 2.1332870403199213e-11im,-0.9780165965271242 + 8.073649477826432e-17im,NaN + NaN*im,0.4518540619252791,0.0039907402630976465
0.33,0.31,48,4,-2.113524746925278,0.32497478108326683 + 3.410903715681743e-11im,-0.9789440680681945 - 4.38819818988004e-16im,NaN + NaN*im,0.4660308263780024,0.006574556613162642
0.33,0.325,48,4,-2.119622173793967,0.3190567381997129 - 7.993532125501269e-13im,0.979188229864572 - 1.8142979703542296e-16im,NaN + NaN*im,0.5090195113729983,0.00445548917257455
0.33,0.32,36,4,-2.1175272028364054,0.31964611237378965 + 1.6312653629117965e-12im,0.979101496713131 - 1.3825661420461928e-16im,NaN + NaN*im,0.5174473482481999,0.0031466018232060903
0.33,0.32,48,4,-2.1175265143097337,0.3223447818437574 - 3.958135205942448e-12im,-0.9791021280462093 - 4.803672135574298e-16im,NaN + NaN*im,0.4746105765629567,0.00992301623920516
0.33,0.335,48,4,-2.1106535285250154,0.9832229255809845 - 7.75826979244315e-16im,0.8718736528295906 - 1.770022168218669e-15im,NaN + NaN*im,0.41298339159408787,0.0066382165352066565
0.33,0.33,16,4,-2.1090160266741496,0.9828812330701807 + 1.080771051516229e-15im,0.849384868283791 + 4.208954166724801e-16im,NaN + NaN*im,0.4344538691355778,0.0177394973637931
0.33,0.33,24,4,-2.1217854943125816,0.3166821414305004 + 3.5616734854927714e-13im,0.9792975834809394 - 6.38907817804766e-16im,NaN + NaN*im,0.5226411138009851,0.005422798034675683
0.33,0.33,48,4,-2.121786304709275,0.3170358062981362 - 3.3699005312419043e-13im,-0.9792887202916533 - 1.018419718033836e-15im,NaN + NaN*im,0.5189241307054533,0.006554759277404214
0.33,0.34,36,4,-2.1120503879681936,0.982613667063536 + 2.820550213230893e-15im,0.8692217595108156 + 5.083342869757164e-16im,NaN + NaN*im,0.41572756701298086,0.011462037533492194
0.33,0.34,48,4,-2.112054279159388,0.9826922353914666 + 3.9304688687139956e-16im,0.870630787738429 + 7.803262645401824e-17im,NaN + NaN*im,0.4144420847696318,0.0051357723887968795
0.33,0.36,48,4,-2.13702300788606,0.7458136914383188 - 7.311104196962357e-16im,0.9815352367642278 - 8.232594900652829e-16im,NaN + NaN*im,0.010693701199178356,0.0039885531884622984
0.33,0.37,16,4,-2.1013336199062578,0.9678304859103339 - 1.8844327546196275e-15im,0.7883669343115157 - 1.0491946807748676e-15im,NaN + NaN*im,0.6589727332501958,0.026216178867916936
0.33,0.37,24,4,-2.120755858908864,0.9789078844972431 + 2.23559959194101e-15im,0.8516296652613048 + 9.281949556733234e-16im,NaN + NaN*im,0.4384615740518533,0.01503886025420797
0.33,0.3,36,4,-2.1097510368027717,0.32399988517844514 - 6.734023159146877e-13im,0.978801656054462 - 1.5610354755341968e-16im,NaN + NaN*im,0.5130099799992875,0.01981700789759571
0.33,0.3,48,4,-2.109751870340606,0.3271855973250217 - 5.893751855898193e-12im,0.9787990142824174 - 4.39655733052164e-16im,NaN + NaN*im,0.4630445350407639,0.005521661893114473
0.33,1.0,36,4,-3.163751126852666,0.12173433190920396 - 1.5366236678535888e-14im,0.9930278830906526 + 0.0im,NaN + NaN*im,0.9759240490260231,0.0226353422590229
0.345,0.2,16,4,-2.08799282389665,0.36885457986461995 - 5.775809293625164e-15im,-0.9743341997966286 - 3.3986787300470944e-16im,NaN + NaN*im,0.5043707746061952,0.012509285506078348
0.345,0.2,24,4,-2.0879930156634137,0.368772423027484 - 6.786286945365809e-15im,0.9743399461199365 - 9.069887990634257e-16im,NaN + NaN*im,0.5042510703188728,0.011658656029000515
0.34,0.0,16,4,-2.069023339547274,0.9999994320696831 + 9.594626816120934e-16im,0.8772699146495471 - 1.540093671508532e-15im,NaN + NaN*im,0.442939686443107,0.039448613739959865
0.34,0.0,24,4,-2.0690241044685855,0.9999993976338494 + 7.364364835215149e-16im,-0.8721010498404048 - 1.3540604230783303e-16im,NaN + NaN*im,0.44539287505671143,0.013742371792172465
0.34,0.0,36,4,-2.0677763981169246,0.7175673159006678 - 1.6291680909207174e-15im,-0.9617909969110982 + 1.5563833266669203e-16im,NaN + NaN*im,0.38152719277180924,0.004745486447651623
0.34,0.1,16,4,-2.070370380556464,0.3620543849277751 + 5.49607526609453e-15im,-0.9752808097611896 - 2.0444981316101208e-16im,NaN + NaN*im,0.5018634679660571,0.039526112254082445
0.34,0.1,36,4,-2.070378072846952,0.36596818114727353 + 1.996368952956131e-11im,-0.9752832456393992 - 1.2484267513064866e-15im,NaN + NaN*im,0.4488713133285405,0.00823870512750358
0.34,0.2,36,4,-2.08575580720329,0.36096529920271603 - 1.5852899861424687e-11im,0.9756419580804074 + 3.8079210415293515e-16im,NaN + NaN*im,0.4518089818811354,0.01722450015797908
0.34,0.32,36,4,-2.12169978538949,0.34007012128689573 - 1.1080929324844177e-16im,0.9769102659097436 + 8.940574228104606e-16im,NaN + NaN*im,0.5168368992366799,0.0014325126342145222
0.34,0.33,36,4,-2.125944938407342,0.3371586469355864 - 2.937698560477702e-13im,0.9771278922649032 + 1.8552456883073912e-16im,NaN + NaN*im,0.5195645921756831,0.0076627426702691225
0.34,0.34,16,4,-2.130868340949491,0.31521985690498955 + 6.371157831057508e-16im,0.97821641914136 - 8.120476260717382e-16im,NaN + NaN*im,0.6110319940852234,0.029479984012203825
0.34,0.34,24,4,-2.1308677519404675,0.31995345842869277 - 2.774991213518001e-13im,0.9782206427586749 - 2.7797350607904495e-15im,NaN + NaN*im,0.5589001685476797,0.014038385769816218
0.34,0.34,36,4,-2.1274832815028795,0.9667507761972958 - 2.7728218901127117e-16im,-0.7910800834029977 + 6.485616491235018e-17im,NaN + NaN*im,0.3815214899524155,0.006428863867491957
0.34,0.36,16,4,-2.117617885628315,0.9868635203573205 + 2.4848171106378892e-15im,0.6521583159331682 - 2.2979908841208882e-15im,NaN + NaN*im,0.4786790346634289,0.012851506457405914
